Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,actionCategry
27,41,265,163,48,25,19,24,2
26,41,279,186,49,23,18,26,2
26,40,231,191,51,24,20,23,2
26,43,215,194,48,25,20,24,2
26,41,200,198,48,26,21,25,2
23,38,184,187,54,24,21,24,2
27,43,200,189,58,26,26,24,2
25,41,204,187,55,27,24,26,2
23,41,185,187,54,27,26,25,2
25,40,185,180,53,27,25,24,2
26,41,177,170,45,25,24,26,2
23,34,156,132,37,24,22,25,2
24,32,157,188,45,24,24,27,2
26,29,164,169,43,23,23,27,2
25,30,167,179,40,23,26,26,2
24,27,161,187,38,26,25,24,2
23,28,135,191,42,25,23,24,2
23,28,172,146,40,24,24,19,2
21,28,148,143,40,24,23,18,2
18,26,155,139,46,24,20,19,2
19,29,156,133,48,21,21,19,2
19,27,154,141,45,23,21,20,2
19,27,130,137,41,22,18,22,2
20,30,129,149,45,22,18,21,2
19,31,133,175,43,23,19,23,2
19,31,144,170,42,24,19,23,2
21,31,177,174,42,24,20,23,2
25,34,165,161,44,26,21,21,2
25,35,196,171,44,26,20,21,2
25,35,195,162,46,25,21,20,2
25,34,192,162,46,24,22,20,2
24,34,169,147,45,25,22,21,2
21,35,191,153,46,24,23,21,2
21,34,197,153,42,24,24,22,2
21,33,210,127,39,22,23,21,2
20,34,209,135,38,24,22,22,2
23,34,206,141,39,22,20,22,2
22,30,186,144,37,22,19,23,2
22,33,226,123,40,21,18,22,2
23,32,215,120,41,23,20,23,2
25,30,214,117,42,21,21,23,2
23,31,212,126,38,22,21,22,2
24,32,207,162,38,22,22,22,2
22,31,196,160,35,24,22,21,2
21,30,192,162,33,23,20,20,2
22,32,192,173,34,22,21,20,2
23,31,194,164,37,23,21,19,2
21,32,192,109,43,22,21,18,2
22,28,146,115,45,22,22,18,2
22,30,150,114,46,21,22,19,2
21,30,148,87,44,22,22,19,2
21,30,147,80,44,20,23,19,2
23,30,149,124,40,20,21,20,2
23,27,120,129,39,19,20,21,2
23,29,107,126,36,19,20,22,2
23,28,112,128,35,21,22,22,2
21,27,111,129,35,22,23,23,2
19,25,108,95,37,21,22,23,2
21,28,98,98,44,22,22,22,2
20,25,127,108,45,23,24,22,2
21,24,126,114,47,22,21,20,2
22,29,130,116,45,22,21,19,2
24,31,127,144,42,22,23,20,2
23,31,129,134,34,22,22,21,2
23,33,102,130,39,21,23,22,2
22,34,96,123,40,21,22,23,2
21,32,88,134,41,20,20,21,2
20,35,113,100,38,23,20,19,2
21,35,108,105,39,23,20,18,2
23,34,105,111,43,22,19,17,2
21,33,109,128,46,21,19,18,2
22,36,115,131,46,22,19,20,2
22,31,88,128,46,18,22,21,2
25,29,87,132,46,18,21,21,2
23,28,84,165,40,22,20,20,2
25,29,166,157,37,21,19,20,2
24,28,169,154,39,21,19,19,2
24,27,181,154,37,21,17,18,2
22,28,186,144,39,24,17,20,2
23,30,199,94,36,20,17,19,2
21,29,152,117,35,20,17,18,2
23,30,157,109,33,19,19,20,2
25,31,153,130,33,23,18,21,2
24,30,175,133,33,20,19,22,2
24,28,164,135,33,20,20,21,2
24,28,149,122,34,21,21,22,2
22,27,134,122,33,24,18,22,2
21,26,127,101,36,21,19,22,2
21,29,96,109,39,21,20,20,2
20,29,143,109,39,23,22,23,2
21,32,153,98,37,22,22,24,2
21,30,153,92,36,21,25,23,2
21,30,162,115,34,21,24,24,2
20,27,160,142,37,24,24,25,2
20,27,111,141,37,24,22,23,2
19,25,99,140,38,24,20,22,2
20,27,102,143,39,23,19,22,2
19,29,84,139,39,24,19,19,2
20,29,76,118,38,23,21,19,2
19,28,72,120,36,23,23,20,2
20,27,76,125,33,23,24,21,2
20,25,80,118,39,23,23,22,2
21,28,97,120,38,23,22,21,2
20,28,105,109,32,22,22,20,2
22,29,105,106,33,25,21,20,2
